Security Code	Security Id	Ticker	Security Name	Current Price	Market Capitalization	Company Type	Industry Type	Macro-Economic Indicator	Sector	Industry	Industry Subgroup Name
533155	JUBLFOOD	NSE:JUBLFOOD	Jubilant FoodWorks Ltd	597.05	39374.38392	Mid Cap	Restaurants	Consumer Discretionary	Consumer Services	Leisure Services	Restaurants
533156	VASCONEQ	NSE:VASCONEQ	Vascon Engineers Ltd	65.6	1488.922734	Small Cap	Civil Construction	Industrials	Construction	Construction	Civil Construction
533158	THANGAMAYL	NSE:THANGAMAYL	Thangamayil Jewellery Ltd	1947.1	6051.978091	Small Cap	Gems- Jewellery And Watches	Consumer Discretionary	Consumer Durables	Consumer Durables	Gems, Jewellery And Watches
533160	DBREALTY	NSE:DBREALTY	Valor Estate Ltd	151.9	8184.585585	Small Cap	Hotels & Resorts	Consumer Discretionary	Consumer Services	Leisure Services	Hotels & Resorts
533161	EMMBI	NSE:EMMBI	Emmbi Industries Ltd	100.65	190.0186	SME	Packaging	Industrials	Capital Goods	Industrial Products	Packaging
533162	HATHWAY	NSE:HATHWAY	Hathway Cable & Datacom Ltd	13.79	2435.641812	Small Cap	TV Broadcasting & Software Production	Consumer Discretionary	Media, Entertainment & Publication	Entertainment	TV Broadcasting & Software Production
533164	TEXMOPIPES	NSE:TEXMOPIPES	Texmo Pipes and Products Ltd	54.51	159.14194	SME	Plastic Products - Industrial	Industrials	Capital Goods	Industrial Products	Plastic Products - Industrial
533166	SUNDARAM	NSE:SUNDARAM	Sundaram Multi Pap Ltd	1.88	88.6299448	SME	Stationary	Fast Moving Consumer Goods	Fast Moving Consumer Goods	Household Products	Stationary
533168	ROSSELLIND	NSE:ROSSELLIND	Rossell India Ltd	63.48	234.3968874	SME	Tea & Coffee	Fast Moving Consumer Goods	Fast Moving Consumer Goods	Agricultural Food & other Products	Tea & Coffee
533169	MANINFRA	NSE:MANINFRA	Man Infraconstruction Ltd	146.8	5951.593154	Small Cap	Civil Construction	Industrials	Construction	Construction	Civil Construction
533170	TAMBOLIIN	NSE:TAMBOLIIN	Tamboli Industries Ltd	150	150.04	SME	Holding Company	Financial Services	Financial Services	Finance	Holding Company
533177	IL&FSTRANS	NSE:IL&FSTRANS	IL&FS Transportation Networks Ltd	3.01	96.14121	SME	Civil Construction	Industrials	Construction	Construction	Civil Construction
533179	PERSISTENT	NSE:PERSISTENT	Persistent Systems Ltd	5844	90516.83731	Large Cap	Computers - Software & Consulting	Information Technology	Information Technology	IT - Software	Computers - Software & Consulting
533181	ISFT	NSE:ISFT	Intrasoft Technologies Ltd	97.5	160.5357128	SME	E-Retail/ E-Commerce	Consumer Discretionary	Consumer Services	Retailing	E-Retail/ E-Commerce
533189	GOENKA	NSE:GOENKA	Goenka Diamond & Jewels Ltd	1.38	43.7459998	SME	Gems- Jewellery And Watches	Consumer Discretionary	Consumer Durables	Consumer Durables	Gems, Jewellery And Watches
533192	KCPSUGIND	NSE:KCPSUGIND	KCP Sugar & Industries Corporation Ltd	31.27	353.8834833	SME	Sugar	Fast Moving Consumer Goods	Fast Moving Consumer Goods	Agricultural Food & other Products	Sugar
533193	KECL	NSE:KECL	Kirloskar Electric Company Ltd	120	797.080908	Micro Cap	Other Electrical Equipment	Industrials	Capital Goods	Electrical Equipment	Other Electrical Equipment
533202	SATCH	NSE:SATCH	Satchmo Holdings Ltd	4.1	63.87446	SME	Diversified Commercial Services	Services	Services	Commercial Services & Supplies	Diversified Commercial Services
533203	TARAPUR	NSE:TARAPUR	Tarapur Transformers Ltd	36.35	70.8776461	SME	Heavy Electrical Equipment	Industrials	Capital Goods	Electrical Equipment	Heavy Electrical Equipment
533206	SJVN	NSE:SJVN	SJVN Ltd	89.3	35073.42038	Mid Cap	Power Generation	Utilities	Power	Power	Power Generation
533208	EMAMIPAP	NSE:EMAMIPAP	Emami Paper Mills Ltd	97.1	587.4456691	Micro Cap	Paper & Paper Products	Commodities	Forest Materials	Paper, Forest & Jute Products	Paper & Paper Products
533210	KRITINUT	NSE:KRITINUT	Kriti Nutrients Ltd	88.9	445.4202115	SME	Edible Oil	Fast Moving Consumer Goods	Fast Moving Consumer Goods	Agricultural Food & other Products	Edible Oil
533212	GKB	NSE:GKB	GKB Ophthalmics Ltd	64.8	32.6629534	SME	Medical Equipment & Supplies	Healthcare	Healthcare	Healthcare Equipment & Supplies	Medical Equipment & Supplies
533217	HMVL	NSE:HMVL	Hindustan Media Ventures Ltd	80.15	601.4791873	Micro Cap	Print Media	Consumer Discretionary	Media, Entertainment & Publication	Media	Print Media
533218	EMAMIREAL	NSE:EMAMIREAL	Emami Realty Ltd	94	413.0029	SME	Residential- Commercial Projects	Consumer Discretionary	Realty	Realty	Residential, Commercial Projects
533227	AHLEAST	NSE:AHLEAST	Asian Hotels (East) Ltd	149.25	258.0784732	SME	Hotels & Resorts	Consumer Discretionary	Consumer Services	Leisure Services	Hotels & Resorts
533229	BAJAJCON	NSE:BAJAJCON	Bajaj Consumer Care Ltd	273.19	3571.626436	Small Cap	Personal Care	Fast Moving Consumer Goods	Fast Moving Consumer Goods	Personal Products	Personal Care
533239	PRAKASHSTL	NSE:PRAKASHSTL	Prakash Steelage Ltd	5.22	91.3501529	SME	Iron & Steel Products	Industrials	Capital Goods	Industrial Products	Iron & Steel Products
533248	GPPL	NSE:GPPL	Gujarat Pipavav Port Ltd	160	7749.045795	Small Cap	Port & Port services	Services	Services	Transport Infrastructure	Port & Port services
533252	WELINV	NSE:WELINV	Welspun Investments and Commercials Ltd	1173	433.146258	SME	Investment Company	Financial Services	Financial Services	Finance	Investment Company
533259	SASTASUNDR	NSE:SASTASUNDR	Sastasundar Ventures Ltd	304	967.0392	Micro Cap	Healthcare Service Provider	Healthcare	Healthcare	Healthcare Services	Healthcare Service Provider
533260	CPCAP	NSE:CPCAP	CP Capital Ltd	122.6	207.2904	SME	Education	Consumer Discretionary	Consumer Services	Other Consumer Services	Education
533262	RAMKY	NSE:RAMKY	Ramky Infrastructure Ltd	639.1	4429.267042	Small Cap	Civil Construction	Industrials	Construction	Construction	Civil Construction
533263	GREENPOWER	NSE:GREENPOWER	Orient Green Power Company Ltd	13.67	1605.785125	Small Cap	Power Generation	Utilities	Power	Power	Power Generation
533267	CANTABIL	NSE:CANTABIL	Cantabil Retail India Ltd	250.65	2096.387422	Small Cap	Garments & Apparels	Consumer Discretionary	Textiles	Textiles & Apparels	Garments & Apparels
533268	SEATV	NSE:SEATV	Sea TV Network Ltd	4.85	5.8296998	SME	TV Broadcasting & Software Production	Consumer Discretionary	Media, Entertainment & Publication	Entertainment	TV Broadcasting & Software Production
533269	WABAG	NSE:WABAG	VA Tech Wabag Ltd	1406	8756.636032	Small Cap	Water Supply & Management	Utilities	Utilities	Other Utilities	Water Supply & Management
533270	BEDMUTHA	NSE:BEDMUTHA	Bedmutha Industries Ltd	132	425.883216	SME	Iron & Steel Products	Industrials	Capital Goods	Industrial Products	Iron & Steel Products
533271	ASHOKA	NSE:ASHOKA	Ashoka Buildcon Ltd	190.55	5349.180662	Small Cap	Civil Construction	Industrials	Construction	Construction	Civil Construction
533272	JWL	NSE:JWL	Jupiter Wagons Ltd	323.4	13726.14	Small Cap	Railway Wagons	Industrials	Capital Goods	Industrial Manufacturing	Railway Wagons
533273	OBEROIRLTY	NSE:OBEROIRLTY	Oberoi Realty Ltd	1680	61085.1696	Mid Cap	Residential- Commercial Projects	Consumer Discretionary	Realty	Realty	Residential, Commercial Projects
533274	PRESTIGE	NSE:PRESTIGE	Prestige Estates Projects Ltd	1739	74910.71664	Mid Cap	Residential- Commercial Projects	Consumer Discretionary	Realty	Realty	Residential, Commercial Projects
533275	SHAH	NSE:SHAH	Shah Metacorp Ltd	4.21	377.705	SME	Iron & Steel Products	Industrials	Capital Goods	Industrial Products	Iron & Steel Products
533278	COALINDIA	NSE:COALINDIA	Coal India Ltd	392.2	241826.3935	Large Cap	Coal	Energy	Oil, Gas & Consumable Fuels	Consumable Fuels	Coal
533282	GRAVITA	NSE:GRAVITA	Gravita India Ltd	1590	11617.934	Small Cap	Industrial Minerals	Commodities	Metals & Mining	Minerals & Mining	Industrial Minerals
533284	RPPINFRA	NSE:RPPINFRA	R P P Infra Projects Ltd	122.01	604.9976985	Micro Cap	Civil Construction	Industrials	Construction	Construction	Civil Construction
533285	RDBIPL	NSE:RDBIPL	RDB Infrastructure And Power Ltd	47.8	969.7855045	Micro Cap	Residential- Commercial Projects	Consumer Discretionary	Realty	Realty	Residential, Commercial Projects
533286	MOIL	NSE:MOIL	Moil Ltd	370	7528.9524	Small Cap	Industrial Minerals	Commodities	Metals & Mining	Minerals & Mining	Industrial Minerals
533287	ZEELEARN	NSE:ZEELEARN	Zee Learn Ltd	8.76	286.5062318	SME	Education	Consumer Discretionary	Consumer Services	Other Consumer Services	Education
533289	KTIL	NSE:KTIL	Kesar Terminals & Infrastructure Ltd	93.15	101.7800697	SME	Logistics Solution Provider	Services	Services	Transport Services	Logistics Solution Provider
533292	A2ZINFRA	NSE:A2ZINFRA	A2Z Infra Engineering Ltd	17.25	303.7716569	SME	Civil Construction	Industrials	Construction	Construction	Civil Construction
533293	KIRLOSENG	NSE:KIRLOSENG	Kirloskar Oil Engines Ltd	890.2	12934.16998	Small Cap	Compressors- Pumps & Diesel Engines	Industrials	Capital Goods	Industrial Products	Compressors, Pumps & Diesel Engines
533294	RKDL	NSE:RKDL	Ravi Kumar Distilleries Ltd	26.19	62.8560012	SME	Breweries & Distilleries	Fast Moving Consumer Goods	Fast Moving Consumer Goods	Beverages	Breweries & Distilleries
533295	PSB	NSE:PSB	Punjab & Sind Bank	30.93	21946.64771	Small Cap	Public Sector Bank	Financial Services	Financial Services	Banks	Public Sector Bank
533296	FMNL	NSE:FMNL	Future Market Networks Ltd	11.49	69.6803912	SME	Diversified Commercial Services	Services	Services	Commercial Services & Supplies	Diversified Commercial Services
533298	SURANASOL	NSE:SURANASOL	Surana Solar Ltd	31.9	156.920596	SME	Heavy Electrical Equipment	Industrials	Capital Goods	Electrical Equipment	Heavy Electrical Equipment
533301	SHEKHAWATI	NSE:SHEKHAWATI	Shekhawati Industries Ltd	20.91	70.8220342	SME	Other Textile Products	Consumer Discretionary	Textiles	Textiles & Apparels	Other Textile Products
533302	KICL	NSE:KICL	Kalyani Investment Company Ltd	6249	2727.879719	Small Cap	Investment Company	Financial Services	Financial Services	Finance	Investment Company
533303	BFINVEST	NSE:BFINVEST	BF Investment Ltd	494	1860.779934	Small Cap	Holding Company	Financial Services	Financial Services	Finance	Holding Company
533306	SUMMITSEC	NSE:SUMMITSEC	Summit Securities Ltd	2424	2655.691755	Small Cap	Investment Company	Financial Services	Financial Services	Finance	Investment Company
533315	INOVSYNTH	NSE:INOVSYNTH	Innovassynth Investments Ltd	85	237.86638	SME	Investment Company	Financial Services	Financial Services	Finance	Investment Company
533316	STEL	NSE:STEL	STEL Holdings Ltd	419.85	774.8499802	Micro Cap	Investment Company	Financial Services	Financial Services	Finance	Investment Company
533317	OMKARCHEM	NSE:OMKARCHEM	Omkar Speciality Chemicals Ltd	5.44	10.7603391	SME	Specialty Chemicals	Commodities	Chemicals	Chemicals & Petrochemicals	Specialty Chemicals
533326	TEXRAIL	NSE:TEXRAIL	Texmaco Rail & Engineering Ltd	135.9	5529.685915	Small Cap	Industrial Products	Industrials	Capital Goods	Industrial Manufacturing	Industrial Products
533329	INDTERRAIN	NSE:INDTERRAIN	Indian Terrain Fashions Ltd	36.83	182.5875441	SME	Garments & Apparels	Consumer Discretionary	Textiles	Textiles & Apparels	Garments & Apparels
533333	FCL	NSE:FCL	Fineotex Chemical Ltd	248.29	2844.782598	Small Cap	Specialty Chemicals	Commodities	Chemicals	Chemicals & Petrochemicals	Specialty Chemicals
533336	DHUNINV	NSE:DHUNINV	Dhunseri Investments Ltd	1450.2	884.2127237	Micro Cap	Investment Company	Financial Services	Financial Services	Finance	Investment Company
533339	ZENTEC	NSE:ZENTEC	ZEN Technologies Ltd	1385	12452.70397	Small Cap	Aerospace & Defense	Industrials	Capital Goods	Aerospace & Defense	Aerospace & Defense
533343	LOVABLE	NSE:LOVABLE	Lovable Lingerie Ltd	95.46	141.2807986	SME	Garments & Apparels	Consumer Discretionary	Textiles	Textiles & Apparels	Garments & Apparels
533344	PFS	NSE:PFS	PTC India Financial Services Ltd	34.95	2244.780183	Small Cap	Non Banking Financial Company (NBFC)	Financial Services	Financial Services	Finance	Non Banking Financial Company (NBFC)
533398	MUTHOOTFIN	NSE:MUTHOOTFIN	Muthoot Finance Ltd	3178	127653.2278	Large Cap	Non Banking Financial Company (NBFC)	Financial Services	Financial Services	Finance	Non Banking Financial Company (NBFC)
533407	TRUEGREEN	NSE:TRUEGREEN	True Green Bio Energy Ltd	78.49	257.0657	SME	Other Textile Products	Consumer Discretionary	Textiles	Textiles & Apparels	Other Textile Products
533427	VMS	NSE:VMS	VMS Industries Ltd	32.6	79.7832476	SME	Port & Port services	Services	Services	Transport Infrastructure	Port & Port services
533451	KARMAENG	NSE:KARMAENG	Karma Energy Ltd	57.31	70.4163654	SME	Power Generation	Utilities	Power	Power	Power Generation
533452	DELPHIFX	NSE:DELPHIFX	Delphi World Money Ltd	231.25	386.1437564	SME	Other Financial Services	Financial Services	Financial Services	Finance	Other Financial Services
533470	RUSHIL	NSE:RUSHIL	Rushil Decor Ltd	26.85	787.8241191	Micro Cap	Plywood Boards/ Laminates	Consumer Discretionary	Consumer Durables	Consumer Durables	Plywood Boards/ Laminates
533477	ENKEIWHEL	NSE:ENKEIWHEL	Enkei Wheels (India) Ltd	482	866.389698	Micro Cap	Auto Components & Equipments	Consumer Discretionary	Automobile and Auto Components	Auto Components	Auto Components & Equipments
533482	KRIDHANINF	NSE:KRIDHANINF	Kridhan Infra Ltd	3.82	36.3962171	SME	Civil Construction	Industrials	Construction	Construction	Civil Construction
533506	INVENTURE	NSE:INVENTURE	Inventure Growth & Securities Ltd	1.48	154.350003	SME	Stockbroking & Allied	Financial Services	Financial Services	Capital Markets	Stockbroking & Allied
533519	LTF	NSE:LTF	L&T Finance Ltd	266.98	66994.1	Mid Cap	Non Banking Financial Company (NBFC)	Financial Services	Financial Services	Finance	Non Banking Financial Company (NBFC)
533520	YAARI	NSE:YAARI	Yaari Digital Integrated Services Ltd	18.7	181.3884	SME	Diversified Commercial Services	Services	Services	Commercial Services & Supplies	Diversified Commercial Services
533540	TREEHOUSE	NSE:TREEHOUSE	Tree House Education & Accessories Ltd	7.44	33.083912	SME	Education	Consumer Discretionary	Consumer Services	Other Consumer Services	Education
533543	BROOKS	NSE:BROOKS	Brooks Laboratories Ltd	121.95	358.4900646	SME	Pharmaceuticals	Healthcare	Healthcare	Pharmaceuticals & Biotechnology	Pharmaceuticals
533552	RUPA	NSE:RUPA	Rupa & Company Ltd	196.77	1568.558816	Small Cap	Garments & Apparels	Consumer Discretionary	Textiles	Textiles & Apparels	Garments & Apparels
533553	TDPOWERSYS	NSE:TDPOWERSYS	TD Power Systems Ltd	644.8	10071.27931	Small Cap	Heavy Electrical Equipment	Industrials	Capital Goods	Electrical Equipment	Heavy Electrical Equipment
533573	APLLTD	NSE:APLLTD	Alembic Pharmaceuticals Ltd	924	18135.78521	Small Cap	Pharmaceuticals	Healthcare	Healthcare	Pharmaceuticals & Biotechnology	Pharmaceuticals
533576	VASWANI	NSE:VASWANI	Vaswani Industries Ltd	58.39	192.1007173	SME	Sponge Iron	Commodities	Metals & Mining	Ferrous Metals	Sponge Iron
533581	PGEL	NSE:PGEL	PG Electroplast Ltd	572	16216.81308	Small Cap	Consumer Electronics	Consumer Discretionary	Consumer Durables	Consumer Durables	Consumer Electronics
533602	LESHAIND	NSE:LESHAIND	Lesha Industries Ltd	1.05	29.8742416	SME	Trading & Distributors	Services	Services	Commercial Services & Supplies	Trading & Distributors
533605	SETUINFRA	NSE:SETUINFRA	Setubandhan Infrastructure Ltd	0.53	6.660948	SME	Civil Construction	Industrials	Construction	Construction	Civil Construction
533608	RDBRL	NSE:RDBRL	RDB Rasayans Ltd	158	279.893682	SME	Packaging	Industrials	Capital Goods	Industrial Products	Packaging
533629	TIJARIA	NSE:TIJARIA	Tijaria Polypipes Ltd	6.32	18.6455615	SME	Plastic Products - Industrial	Industrials	Capital Goods	Industrial Products	Plastic Products - Industrial
533632	ONELIFECAP	NSE:ONELIFECAP	Onelife Capital Advisors Ltd	12.49	16.6866396	SME	Stockbroking & Allied	Financial Services	Financial Services	Capital Markets	Stockbroking & Allied
533638	FLEXITUFF	NSE:FLEXITUFF	Flexituff Ventures International Ltd	20.21	67.0513853	SME	Other Textile Products	Consumer Discretionary	Textiles	Textiles & Apparels	Other Textile Products
533655	TRITURBINE	NSE:TRITURBINE	Triveni Turbine Ltd	528.8	16809.50988	Small Cap	Heavy Electrical Equipment	Industrials	Capital Goods	Electrical Equipment	Heavy Electrical Equipment
533676	INDOTHAI	NSE:INDOTHAI	Indo Thai Securities Ltd	406.2	5003.75512	Small Cap	Stockbroking & Allied	Financial Services	Financial Services	Capital Markets	Stockbroking & Allied
533704	ESSARSHPNG	NSE:ESSARSHPNG	Essar Shipping Ltd	30.19	622.5828012	Micro Cap	Shipping	Services	Services	Transport Services	Shipping
533758	APLAPOLLO	NSE:APLAPOLLO	APL Apollo Tubes Ltd	1750	48586.3	Mid Cap	Iron & Steel Products	Industrials	Capital Goods	Industrial Products	Iron & Steel Products
533761	GPTINFRA	NSE:GPTINFRA	GPT Infraprojects Ltd	104.35	1318.613538	Small Cap	Civil Construction	Industrials	Construction	Construction	Civil Construction
533896	FERVENTSYN	NSE:FERVENTSYN	Fervent Synergies Ltd	22.85	114.2500019	SME	Trading & Distributors	Services	Services	Commercial Services & Supplies	Trading & Distributors
533941	THOMASCOTT	NSE:THOMASCOTT	Thomas Scott (India) Ltd	357.85	523.9098	Micro Cap	Garments & Apparels	Consumer Discretionary	Textiles	Textiles & Apparels	Garments & Apparels
533982	TERASOFT	NSE:TERASOFT	Tera Software Ltd	483.8	605.3242553	Micro Cap	IT Enabled Services	Information Technology	Information Technology	IT - Services	IT Enabled Services
534060	PMCFIN	NSE:PMCFIN	PMC Fincorp Ltd	1.98	140.9921383	SME	Non Banking Financial Company (NBFC)	Financial Services	Financial Services	Finance	Non Banking Financial Company (NBFC)
534063	FUTSOL	NSE:FUTSOL	Futuristic Solutions Ltd	48	50.58675	SME	Other Financial Services	Financial Services	Financial Services	Finance	Other Financial Services
534064	AIML	NSE:AIML	Alliance Integrated Metaliks Ltd	1.9	75.040499	SME	Iron & Steel Products	Industrials	Capital Goods	Industrial Products	Iron & Steel Products
534076	RHIM	NSE:RHIM	Rhi Magnesita India Ltd	449	9337.995	Small Cap	Electrodes & Refractories	Industrials	Capital Goods	Industrial Products	Electrodes & Refractories
534091	MCX	NSE:MCX	Multi Commodity Exchange of India Ltd	9246	47064.73813	Mid Cap	Exchange and Data Platform	Financial Services	Financial Services	Capital Markets	Exchange and Data Platform
534109	PYXISFIN	NSE:PYXISFIN	Pyxis Finvest Ltd	9.76	11.2265183	SME	Non Banking Financial Company (NBFC)	Financial Services	Financial Services	Finance	Non Banking Financial Company (NBFC)
534139	SCHNEIDER	NSE:SCHNEIDER	Schneider Electric Infrastructure Ltd	814.65	19390.09392	Small Cap	Heavy Electrical Equipment	Industrials	Capital Goods	Electrical Equipment	Heavy Electrical Equipment
534190	OLPCL	NSE:OLPCL	Olympic Cards Ltd	3.01	4.9089186	SME	Leisure Products	Consumer Discretionary	Consumer Durables	Consumer Durables	Leisure Products
